subject;predicate;object;score;path
Solomon Oliver Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Solomon Oliver Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Todd Hollenbach;/people/person/education./education/education/degree;Bachelor of Arts;5;Todd Hollenbach>Steve Beshear>Jim Bunning>Bachelor of Arts
Doug Struyk;/people/person/education./education/education/degree;Bachelor of Arts;5;Doug Struyk>Omaha, Nebraska>Elliott Smith>Bachelor of Arts
David Agema;/people/person/education./education/education/degree;Bachelor of Arts;5;David Agema>Grand Rapids, Michigan>George H. W. Bush>Bachelor of Arts
Philip P. Simon;/people/person/education./education/education/degree;Bachelor of Arts;5;Philip P. Simon>Robert Lowell Miller Jr.>Ronald Reagan>Bachelor of Arts
Kathleen Fitzpatrick (American academic);/people/person/education./education/education/degree;Bachelor of Arts;5;Kathleen Fitzpatrick (American academic)>Louisiana State University>Hubert Humphrey>Bachelor of Arts
Susan J. Dlott;/people/person/education./education/education/degree;Bachelor of Arts;5;Susan J. Dlott>Sandra Beckwith>George H. W. Bush>Bachelor of Arts
Joseph Carmine Zavatt;/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph Carmine Zavatt>United States District Court for the Eastern District of New York>Theodore Roosevelt>Bachelor of Arts
Michael E. Krauss;/people/person/education./education/education/degree;Bachelor of Arts;5;Michael E. Krauss>Edward Sapir>Bachelor of Arts
George Uribe;/people/person/education./education/education/degree;Bachelor of Arts;5;George Uribe>Raleigh, North Carolina>Lyndon B. Johnson>Bachelor of Arts
George Caram Steeh III;/people/person/education./education/education/degree;Bachelor of Arts;5;George Caram Steeh III>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Mark McGurl;/people/person/education./education/education/degree;Bachelor of Arts;5;Mark McGurl>Professor>Psychologist>Bachelor of Arts
William Irwin Thompson;/people/person/education./education/education/degree;Bachelor of Arts;5;William Irwin Thompson>Marshall McLuhan>Bachelor of Arts
Sylvia H. Rambo;/people/person/education./education/education/degree;Bachelor of Arts;5;Sylvia H. Rambo>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Dennis Baron;/people/person/education./education/education/degree;Bachelor of Arts;5;Dennis Baron>University of Illinois at Urbana-Champaign>Hugh Hefner>Bachelor of Arts
Neil Staebler;/people/person/education./education/education/degree;Bachelor of Arts;5;Neil Staebler>Michigan>Ronald Reagan>Bachelor of Arts
Paul S. Diamond;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul S. Diamond>Herbert J. Hutton>Ronald Reagan>Bachelor of Arts
Lewis A. Kaplan;/people/person/education./education/education/degree;Bachelor of Arts;5;Lewis A. Kaplan>United States District Court for the Southern District of New York>John N. Mitchell>Bachelor of Arts
Connie Brockway;/people/person/education./education/education/degree;Bachelor of Arts;5;Connie Brockway>Minneapolis>Hubert Humphrey>Bachelor of Arts
Casper Platt;/people/person/education./education/education/degree;Bachelor of Arts;5;Casper Platt>University of Illinois>Hugh Hefner>Bachelor of Arts
Harry Daniel Leinenweber;/people/person/education./education/education/degree;Bachelor of Arts;5;Harry Leinenweber>Ronald Reagan>Bachelor of Arts
Thomas C. Reeves;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas C. Reeves>United States>Franklin D. Roosevelt>Bachelor of Arts
Joseph Campbell (accountant);/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph Campbell (accountant)>New York City>Benjamin Franklin>Bachelor of Arts
Peter Makuck;/people/person/education./education/education/degree;Bachelor of Arts;5;Peter Makuck>East Carolina University>Bachelor of Arts
Harrison Lee Winter;/people/person/education./education/education/degree;Bachelor of Arts;5;Harrison Lee Winter>Lyndon B. Johnson>Bachelor of Arts
Charles Fremont Amidon;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Fremont Amidon>Hamilton College (New York)>Dartmouth College>Bachelor of Arts
Yoram Hazony;/people/person/education./education/education/degree;Bachelor of Arts;1;Yoram Hazony>Princeton University>Business school>Bachelor of Arts
Matthew Zapruder;/people/person/education./education/education/degree;Bachelor of Arts;5;Matthew Zapruder>The New Republic>John B. Anderson>Bachelor of Arts
A. Andrew Hauk;/people/person/education./education/education/degree;Bachelor of Arts;5;A. Andrew Hauk>Lyndon B. Johnson>Bachelor of Arts
Jean Constance Hamilton;/people/person/education./education/education/degree;Bachelor of Arts;5;Jean Constance Hamilton>George H. W. Bush>Bachelor of Arts
Elizabeth Searle;/people/person/education./education/education/degree;Bachelor of Arts;5;Elizabeth Searle>Novelist>J. K. Rowling>Bachelor of Arts
C. Fred Bergsten;/people/person/education./education/education/degree;Bachelor of Arts;5;C. Fred Bergsten>Henry Kissinger>Bachelor of Arts
Ray Fair;/people/person/education./education/education/degree;Bachelor of Arts;5;Ray Fair>California>Arnold Schwarzenegger>Bachelor of Arts
Philip D. Gingerich;/people/person/education./education/education/degree;Bachelor of Arts;3;Philip D. Gingerich>Anthropology>Margaret Mead>Bachelor of Arts
W. Allen Pepper Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;W. Allen Pepper Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Lawrence Bergman;/people/person/education./education/education/degree;Bachelor of Arts;5;Lawrence Bergman>Quebec>Fine art>Bachelor of Arts
Edwin G. Corr;/people/person/education./education/education/degree;Bachelor of Arts;5;Edwin G. Corr>Oval Office>Richard Nixon>Bachelor of Arts
Lloyd Hudson Burke;/people/person/education./education/education/degree;Bachelor of Arts;5;Lloyd Hudson Burke>Oakland, California>Franklin D. Roosevelt>Bachelor of Arts
Christopher Bentley;/people/person/education./education/education/degree;Bachelor of Arts;5;Chris Bentley>Chris Bentley (rugby union)>Edinburgh>J. K. Rowling>Bachelor of Arts
Richard Ford;/people/person/education./education/education/degree;Bachelor of Arts;1;Richard Ford>Barry Hannah>Bachelor of Arts
Charles Holland Duell;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Holland Duell>Theodore Roosevelt>Bachelor of Arts
Christopher Looby;/people/person/education./education/education/degree;Bachelor of Arts;5;Christopher Looby>Professor>Psychologist>Bachelor of Arts
Bailey Brown;/people/person/education./education/education/degree;Bachelor of Arts;5;Bailey Brown>United States Court of Appeals for the Sixth Circuit>William Howard Taft>Bachelor of Arts
Mary Johnson Lowe;/people/person/education./education/education/degree;Bachelor of Arts;5;Mary Johnson Lowe>Hunter College>Bachelor of Arts
Ron Padgett;/people/person/education./education/education/degree;Bachelor of Arts;5;Ron Padgett>Allen Ginsberg>Bachelor of Arts
Frederic Block;/people/person/education./education/education/degree;Bachelor of Arts;5;Frederic Block>United States District Court for the Eastern District of New York>Theodore Roosevelt>Bachelor of Arts
Gordon L. Brady;/people/person/education./education/education/degree;Bachelor of Arts;5;Gordon L. Brady>University of North Carolina at Chapel Hill>Michael Jordan>Bachelor of Arts
Edward Terry Sanford;/people/person/education./education/education/degree;Bachelor of Arts;5;Edward Terry Sanford>Charles Evans Hughes>Bachelor of Arts
Charles Andrew Muecke;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Andrew Muecke>Lyndon B. Johnson>Bachelor of Arts
William H. Pauley III;/people/person/education./education/education/degree;Bachelor of Arts;5;William H. Pauley III>United States District Court for the Southern District of New York>John N. Mitchell>Bachelor of Arts
Evan Alfred Evans;/people/person/education./education/education/degree;Bachelor of Arts;5;Evan Alfred Evans>LL.B.>Richard Nixon>Bachelor of Arts
Shackelford Miller, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Shackelford Miller Jr.>Franklin D. Roosevelt>Bachelor of Arts
Myron Donovan Crocker;/people/person/education./education/education/degree;Bachelor of Arts;5;Myron Donovan Crocker>LL.B.>Richard Nixon>Bachelor of Arts
Herbert Choy;/people/person/education./education/education/degree;Bachelor of Arts;5;Herbert Choy>Richard Nixon>Bachelor of Arts
Jules Olitski;/people/person/education./education/education/degree;Bachelor of Arts;1;Jules Olitski>Brooklyn>Michael Jordan>Bachelor of Arts
Sandra Lynch;/people/person/education./education/education/degree;Bachelor of Arts;5;Sandra Lynch>Michael Boudin>George H. W. Bush>Bachelor of Arts
Sandra Beckwith;/people/person/education./education/education/degree;Bachelor of Arts;5;Sandra Beckwith>George H. W. Bush>Bachelor of Arts
David G. Dalin;/people/person/education./education/education/degree;Bachelor of Arts;5;David G. Dalin>United States>Franklin D. Roosevelt>Bachelor of Arts
Douglas Hodgkin;/people/person/education./education/education/degree;Bachelor of Arts;5;Douglas Hodgkin>Lewiston, Maine>Stephen King>Bachelor of Arts
Richard Festinger;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Festinger>Rockefeller Foundation>Benjamin Franklin>Bachelor of Arts
James Lawrence King;/people/person/education./education/education/degree;Bachelor of Arts;5;James Lawrence King>Richard Nixon>Bachelor of Arts
Amy Kellogg;/people/person/education./education/education/degree;Bachelor of Arts;1;Amy Kellogg>Milan>Business school>Bachelor of Arts
Michael Wishnie;/people/person/education./education/education/degree;Bachelor of Arts;5;Michael Wishnie>Yale Law School>William Howard Taft>Bachelor of Arts
Neil Vincent Wake;/people/person/education./education/education/degree;Bachelor of Arts;5;Neil V. Wake>Paul Gerhardt Rosenblatt>Ronald Reagan>Bachelor of Arts
Charles C. Barham;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles C. Barham>Democratic Party (United States)>Theodore Roosevelt>Bachelor of Arts
Ghebre Selassie Mehreteab;/people/person/education./education/education/degree;Bachelor of Arts;3;Ghebre Selassie Mehreteab>Ford Foundation>E. E. Cummings>Bachelor of Arts
William Perry Copple;/people/person/education./education/education/degree;Bachelor of Arts;5;William Perry Copple>Lyndon B. Johnson>Bachelor of Arts
Frank Howell Seay;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank Howell Seay>Joseph Wilson Morris>Richard Nixon>Bachelor of Arts
David R. Herndon;/people/person/education./education/education/degree;Bachelor of Arts;5;David R. Herndon>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Thomas Roberts McMillen;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas Roberts McMillen>Richard Nixon>Bachelor of Arts
Charles Lynwood Smith, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Lynwood Smith Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
John Carbone Porfilio;/people/person/education./education/education/degree;Bachelor of Arts;5;John Carbone Porfilio>Ronald Reagan>Bachelor of Arts
Stanley Cooperman;/people/person/education./education/education/degree;Bachelor of Arts;5;Stanley Cooperman>New York City>Benjamin Franklin>Bachelor of Arts
Julia Smith Gibbons;/people/person/education./education/education/degree;Bachelor of Arts;5;Julia Smith Gibbons>Ronald Reagan>Bachelor of Arts
Albert Gerard Schatz;/people/person/education./education/education/degree;Bachelor of Arts;5;Albert Gerard Schatz>Richard Nixon>Bachelor of Arts
Timothy J. Savage;/people/person/education./education/education/degree;Bachelor of Arts;5;Timothy J. Savage>Edward N. Cahn>Lehigh University>Bachelor of Arts
Arthur Tarnow;/people/person/education./education/education/degree;Bachelor of Arts;5;Arthur Tarnow>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Edmund V. Ludwig;/people/person/education./education/education/degree;Bachelor of Arts;5;Edmund V. Ludwig>Ronald Reagan>Bachelor of Arts
Rob Erdle;/people/person/education./education/education/degree;Bachelor of Arts;5;Rob Erdle>United States>Franklin D. Roosevelt>Bachelor of Arts
William Royal Furgeson, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;William Royal Furgeson Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Eban Goodstein;/people/person/education./education/education/degree;Bachelor of Arts;5;Eban Goodstein>Williams College>Dartmouth College>Bachelor of Arts
Charles G. Boyd;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles G. Boyd>United States>Franklin D. Roosevelt>Bachelor of Arts
Richard Leach;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Leach>Bangor, Maine>Stephen King>Bachelor of Arts
Thomas J. Whelan (judge);/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas J. Whelan (judge)>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
William Overton (judge);/people/person/education./education/education/degree;Bachelor of Arts;3;William Overton (judge)>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
F. A. Little, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;F. A. Little Jr.>Ronald Reagan>Bachelor of Arts
David Dortch Warriner;/people/person/education./education/education/degree;Bachelor of Arts;5;David Dortch Warriner>Richard Nixon>Bachelor of Arts
Charles Edward Wyzanski, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Edward Wyzanski Jr.>Franklin D. Roosevelt>Bachelor of Arts
Akira Iriye;/people/person/education./education/education/degree;Bachelor of Arts;5;Akira Iriye>American Historical Association>Theodore Roosevelt>Bachelor of Arts
Anthony Julian;/people/person/education./education/education/degree;Bachelor of Arts;5;Anthony Julian>Charles Edward Wyzanski, Jr.>Franklin D. Roosevelt>Bachelor of Arts
Mark Starowicz;/people/person/education./education/education/degree;Bachelor of Arts;5;Mark Starowicz>England>J. J. Thomson>Bachelor of Arts
Xenophon Hicks;/people/person/education./education/education/degree;Bachelor of Arts;5;Xenophon Hicks>Warren G. Harding>Bachelor of Arts
Robert William Gettleman;/people/person/education./education/education/degree;Bachelor of Arts;1;Robert Gettleman>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Earl F. Hilliard;/people/person/education./education/education/degree;Bachelor of Arts;5;Earl Hilliard>Birmingham, Alabama>Franklin D. Roosevelt>Bachelor of Arts
Miranda Du;/people/person/education./education/education/degree;Bachelor of Arts;5;Miranda Du>South Vietnam>Richard Nixon>Bachelor of Arts
Cormac J. Carney;/people/person/education./education/education/degree;Bachelor of Arts;5;Cormac J. Carney>Gray Davis>Arnold Schwarzenegger>Bachelor of Arts
David R. Hansen;/people/person/education./education/education/degree;Bachelor of Arts;5;David R. Hansen>George H. W. Bush>Bachelor of Arts
